edad,cant_vuelos,clase_preferida,gasto_acumulado,gasto_acumulado_extra,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio
34,18,0,6293.45,877.39,0,0,2528,14
34,16,0,4646.06,1034.59,0,0,5504,1
38,10,0,956.76,139.45,0,0,848,10
45,8,0,2747.34,176.74,0,0,2595,15
29,24,0,6953.41,898.72,0,0,1408,4
41,18,0,5892.61,397.53,0,0,963,35
41,13,0,3831.77,871.11,0,0,2811,14
43,9,0,2223.07,495.71,0,0,2165,55
44,14,0,1179.92,184.47,0,0,2384,3
47,76,1,34915.29,4538.95,1,81988,10926,35
34,78,1,29614.96,1636.82,1,88291,15745,5
40,14,0,2907.82,714,0,0,1657,4
30,9,0,3470.58,831.85,0,0,2705,7
26,17,1,11064.57,1626.13,1,34983,8550,21
44,23,0,3372.6,176.91,1,19142,2076,23
44,7,0,2341.2,431.78,1,2690,1185,48
39,7,0,2309.07,328.21,0,0,3650,63
52,15,0,3995.97,956.75,0,0,3087,5
78,2,1,1602.11,388.6,0,0,807,23
37,15,1,11709.91,509.48,0,0,6823,5
31,20,0,5324.87,326.05,0,0,2789,1
25,23,0,3075.83,531.83,0,0,1985,27
30,6,0,1938.1,365.46,0,0,2637,41
34,4,0,986.35,212.07,1,1979,2134,34
35,78,0,17123.72,1585.57,1,66685,2777,0
34,4,1,2415.26,525.61,0,0,8166,1
36,24,0,4145.99,874.76,0,0,1672,0
24,12,0,2100.89,418.61,0,0,1551,70
37,1,0,127.65,16.64,1,485,1777,53
38,8,0,1600.02,294.05,0,0,3309,39
39,19,0,3116.9,711.12,0,0,1497,4
28,10,0,1729.48,392.33,0,0,826,14
23,5,0,1069.26,172.69,0,0,1839,16
29,24,0,2409.36,191.53,1,9646,1964,1
45,58,2,62416.54,12745.26,1,152371,9187,2
27,20,0,5604.79,325.46,0,0,2973,43
55,6,0,1755.32,342.41,0,0,3211,5
63,20,0,4829.53,809.76,0,0,3037,85
41,19,0,6893.79,563.72,0,0,1085,40
33,19,0,3593.85,509.9,0,0,3389,21
32,12,0,1847.8,427.11,0,0,772,11
25,9,0,3356.11,754.54,0,0,9621,33
34,22,0,3362.58,378.18,1,12409,1085,5
45,22,0,6042.3,455.6,0,0,1489,20
32,54,1,44855.18,5758.99,0,0,2964,1
27,16,0,3663.29,638.52,0,0,1504,9
18,4,0,636.17,104.75,0,0,367,14
53,8,1,3435.15,801.61,0,0,1375,7
53,23,0,6837,1346.94,0,0,2144,13
18,3,0,654.19,63.74,0,0,390,10
47,16,0,1733.16,317.32,0,0,2034,28
18,1,0,265.75,62.82,0,0,369,109
28,43,1,26984.18,1610.24,1,86953,4567,11
38,22,0,3219.89,561.93,0,0,1703,7
47,51,1,39940.73,9976.32,1,59431,7059,40
36,14,0,2580.67,129.7,1,5699,881,28
47,24,1,18189.32,1856.86,1,63816,2910,51
62,15,1,12697.94,1097.29,0,0,2907,11
18,3,0,284.4,45.08,0,0,1537,5
30,2,0,525.27,84.3,0,0,2187,5
35,18,0,3839.82,200.04,0,0,4047,9
32,22,0,5152.65,786.36,0,0,3009,11
43,9,1,2535.28,338.34,1,23873,4048,3
18,4,0,658.48,156.18,0,0,394,70
53,4,0,1251.15,109.99,0,0,2860,39
36,16,0,1914.83,209.55,0,0,1185,32
56,20,1,9219.94,823.29,1,32875,4957,11
47,22,0,4846.52,224.37,0,0,1983,26
37,1,0,206.26,34.94,0,0,1868,42
47,2,0,536.14,110.81,1,1668,2865,7
42,18,0,1256.56,301.98,0,0,2086,19
38,14,0,3904.14,804.46,0,0,3034,6
31,22,1,8360.35,994.74,0,0,3998,18
44,47,1,19451.22,1143.6,1,61447,5155,22
43,10,0,2652.53,295.79,0,0,1615,2
43,18,0,4554.67,347.84,0,0,3580,34
45,8,0,2128.79,382.11,0,0,2015,3
18,5,0,1493.65,224.37,1,4069,508,29
50,1,0,145.34,30.94,0,0,7529,3
44,4,0,821.74,97.14,1,3702,1365,37
30,10,1,3942.65,935.64,0,0,3843,7
49,2,0,543.01,36.45,1,1351,1565,136
22,1,0,135.02,30.45,0,0,359,73
50,19,0,4409.13,294.51,0,0,2565,9
41,9,0,2536.16,540.4,0,0,2178,7
19,6,0,1396.65,70.51,0,0,309,18
25,23,0,6070.39,784.77,0,0,3072,24
36,7,0,816.74,119.87,0,0,6017,2
53,5,0,1182,228.82,1,2919,2267,13
45,8,0,2603.33,517.71,0,0,2854,13
39,4,0,440.32,96.83,1,2610,6623,39
30,8,0,2258.28,516.09,0,0,2091,25
27,9,0,3002.84,247.88,0,0,1965,12
43,2,0,275.59,55.01,0,0,1845,11
40,4,0,1068.88,239.72,0,0,1385,12
33,42,0,10545.52,710.59,0,0,2793,13
48,9,0,1726.54,417.39,0,0,813,18
30,1,1,816.54,130.71,0,0,3120,3
34,17,0,2086.12,204.37,0,0,2348,16
59,14,0,4302.39,1059.29,1,9118,1362,8
24,8,0,1428.92,351.73,0,0,1422,2
57,12,0,1267.3,153.15,0,0,1405,180
46,3,0,997.71,183.77,0,0,1935,0
41,19,0,6041.46,1466.74,0,0,2331,15
42,18,0,2618.16,610.6,0,0,7854,1
46,1,1,458.16,107.86,0,0,5351,14
42,12,0,3979.37,761.38,0,0,2444,19
41,68,1,24402.92,1441.83,1,131896,6592,27
33,12,0,2655.34,133.15,0,0,1927,50
42,8,1,2802.87,151.24,0,0,1347,15
39,17,1,4155.16,770.51,0,0,4610,19
64,24,0,5509.49,241.28,0,0,1669,13
37,1,0,131.7,31.21,0,0,1972,19
39,7,1,4930.74,1029.69,1,6159,4368,21
46,17,0,3317.76,665.62,1,15663,2921,7
33,15,0,4725.62,469.33,0,0,1529,11
28,10,0,1984.4,401.05,0,0,1026,68
54,36,1,18472.04,2093.15,0,0,11691,15
37,12,1,8188.39,463.49,0,0,3666,23
50,5,0,1307.91,62.02,0,0,1826,32
51,22,0,4120.58,965.52,1,13328,920,23
24,11,0,3274.91,505.93,0,0,2435,0
29,12,0,2842.73,554.63,0,0,2693,9
18,1,0,127.12,10.58,0,0,848,68
31,2,0,734.17,29.87,1,1116,2736,23
20,5,0,1806.13,108.29,0,0,308,12
40,11,0,3975.98,226.85,0,0,1020,3
38,7,0,1025.49,203.99,1,4424,3418,4
22,2,0,581.3,71.63,0,0,763,41
47,31,1,16827.35,2814.86,0,0,6143,18
52,16,0,4193.45,601.04,0,0,2373,39
41,13,0,4591.75,1064.41,0,0,2560,15
18,6,0,1276.34,256.44,0,0,300,14
52,29,2,57985.32,11629.1,0,0,3998,78
30,62,1,43235.77,4429.44,1,61473,4836,5
47,14,1,4227.07,971.57,0,0,1360,48
45,14,0,3444.46,209.37,1,13339,572,27
41,11,0,2905.17,375.71,0,0,1254,0
35,6,0,1982.49,456.94,0,0,1802,12
42,9,0,2627.6,328.55,0,0,1014,2
69,10,0,1616.56,185.67,0,0,1555,7
18,3,0,1005.09,168.93,0,0,1423,4
54,15,0,2024.94,410.58,1,12717,1627,0
42,6,0,505.06,125.26,0,0,2013,10
21,18,0,1590.39,184.23,1,17124,1989,38
40,15,1,10140.76,1789.31,0,0,2669,20
42,2,0,705.67,129.16,0,0,1094,0
47,19,0,2159.92,229.22,1,16348,1826,28
50,28,1,17545.39,3983.12,1,49532,3637,41
35,23,1,19431.14,4736.44,0,0,5700,37
29,2,0,272.87,65.61,0,0,1563,23
18,7,0,1494.08,71.43,0,0,323,13
26,21,0,6266.06,895.26,1,5379,1408,11
38,3,0,535.88,110.8,0,0,1540,25
31,23,0,7710.72,1656.77,1,22372,1229,7
30,57,0,12968.65,1987.71,1,39506,1724,0
46,25,0,6545.58,1183.04,1,21065,16512,8
46,4,1,1794.91,275.14,0,0,3021,30
26,6,0,1573.85,173.34,1,4157,2326,7
41,1,0,114.84,15.32,0,0,824,53
38,22,0,5744.68,959.62,0,0,3132,5
29,17,0,4765.17,198.74,0,0,5386,2
47,22,0,1825.93,183.33,1,20692,1739,7
53,15,0,5198.26,564.02,0,0,1120,74
44,7,0,1313.46,148.01,0,0,1362,31
36,34,0,3292.68,452.48,1,11525,6461,15
27,22,1,6884.39,1563.49,0,0,7291,1
44,19,1,7423.25,816.62,0,0,3377,7
48,78,1,31432.8,5067.44,0,0,3104,11
37,13,1,4359.99,230.68,0,0,3818,4
52,1,0,236.88,16.4,0,0,1711,29
54,10,0,1891.97,385.87,0,0,591,11
33,15,0,3893.17,181.83,1,11574,1649,17
19,10,0,1615.07,201.77,0,0,1557,0
34,13,0,4449.74,602.89,0,0,2708,2
26,21,1,12752.83,1678.25,0,0,9627,17
38,19,0,2993.28,340.79,1,5617,1760,64
18,4,0,1089.12,205.06,0,0,558,1
21,7,1,2270.02,454.96,1,13386,382,1
43,57,2,115231.87,14604.44,1,235346,7136,4
19,6,0,1318,69.85,0,0,312,36
36,43,2,25155.46,1415.64,1,107002,7694,0
51,24,0,5414.41,425.76,0,0,968,8
53,1,0,191.38,47.64,0,0,2252,87
58,17,1,8018.39,851.65,0,0,4364,7
33,48,0,11105.39,1266.16,1,35139,7902,12
40,56,0,12003.1,1911.78,1,17245,3825,43
41,19,0,2422.44,319.88,0,0,1269,22
40,6,0,1725.85,144.3,0,0,1295,32
36,16,0,4829.7,705.45,1,6689,1399,11
23,7,0,2272.2,393.39,1,2500,396,100
18,6,0,1284.93,315.06,1,5944,413,32
37,12,0,871.63,214.1,1,8489,1254,17
36,4,0,986.05,226,0,0,4607,2
26,15,0,1146.28,165.88,0,0,1539,23
31,22,0,2744.36,682.86,0,0,3539,34
45,28,0,7236.44,885.78,0,0,2416,0
40,7,1,5794.93,793.07,0,0,8625,1
47,23,0,4063.89,383.47,1,17703,1013,2
23,8,0,1809.05,153.6,0,0,1104,4
47,23,0,3185.95,329.57,1,7038,4200,0
27,6,0,453.22,74.96,0,0,1072,7
34,2,1,577.78,119.19,0,0,2218,1
27,18,0,5292.15,354.46,0,0,1384,17
28,8,0,2103.13,266,1,5465,2051,5
42,5,0,538.02,85.8,0,0,812,36
50,10,0,3259.36,658.23,1,5459,1593,1
39,20,0,6292.96,578.35,1,9513,1550,12
54,6,1,3698.1,882.58,1,16834,8825,3
25,11,0,2682.84,630.65,0,0,2882,1
38,6,1,3522.12,859.63,0,0,4337,6
37,23,0,3662.93,771.74,0,0,3064,24
26,21,0,5250.18,486.75,1,7834,5550,6
27,14,1,7456.99,1717.36,0,0,3598,33
61,12,0,2340.29,304.71,0,0,1142,3
46,16,0,5941.88,515.42,0,0,1143,17
58,15,0,1379.98,69.15,0,0,1312,34
59,23,1,15197.64,3387.97,0,0,4009,53
49,16,1,8161.56,569.79,0,0,5042,24
57,17,1,12578.16,1482.49,0,0,3216,36
20,11,0,1324.26,280.31,1,5346,1628,24
18,1,0,209.37,38.38,0,0,342,37
45,7,2,5140.98,720.2,0,0,7289,20
49,47,0,8687.94,1994.7,0,0,3610,12
22,4,0,299.25,69.11,0,0,457,133
44,42,1,24386.31,5885.78,0,0,8683,3
36,23,1,8982.39,631.65,0,0,913,21
32,23,0,5479.02,515.2,1,12312,2244,14
18,2,0,281.6,60.79,0,0,1767,1
32,6,1,3787.5,199.83,0,0,7041,29
42,13,1,8975.56,1492.88,0,0,3905,1
45,3,0,810.41,98.4,0,0,1435,0
25,12,0,3550.74,271.32,0,0,1159,23
46,13,0,4090.32,851.83,0,0,956,9
38,23,0,3695.38,479.15,1,19290,1659,20
51,24,0,7353.78,838.4,0,0,1881,8
18,3,0,383.7,93.19,0,0,372,36
37,1,1,326.88,45.28,0,0,2974,78
46,2,1,1282.94,190.59,0,0,1170,12
51,11,0,1665.18,195.17,0,0,2642,12
47,12,0,1772.86,239.16,0,0,1185,26
36,1,1,285.58,40.97,0,0,4725,14
25,6,0,1321.37,210.35,0,0,603,36
36,55,2,100796.64,9295.52,1,141051,15024,58
39,7,1,2275.74,190.09,0,0,8178,11
18,12,0,2259.28,196.92,0,0,1817,6
37,49,1,25898.17,3826.18,1,107562,17348,113
35,10,0,1241.94,109.64,1,4650,3770,4
53,21,0,2862.89,474.75,0,0,2362,3
56,8,0,2486.79,398.59,0,0,6995,0
58,19,1,10617.08,2631.94,1,28949,4271,26
39,13,1,8004.06,828.7,0,0,1055,12
41,4,0,573.92,46.75,0,0,1440,15
18,13,0,1708.92,150.7,1,6719,2079,52
27,16,0,3585.5,410.5,1,4779,2549,16
39,20,0,5116.43,707.01,0,0,2469,6
35,6,0,440.57,93.96,1,3984,628,18
39,24,1,6450.96,506.75,1,23288,5639,10
21,1,0,117.58,24,1,678,423,45
42,41,0,13185.58,2213.62,1,18506,3635,2
51,24,0,5951.89,1150.53,0,0,1798,49
18,3,0,535.53,103.37,0,0,1565,73
48,15,0,2234.95,464.51,0,0,3214,3
19,3,0,791.01,77.81,0,0,563,63
37,8,0,2623.38,197.65,0,0,2034,16
26,10,1,3793.02,172.64,0,0,3008,44
31,16,0,3774.95,624.1,1,4658,1045,7
36,22,0,4895.86,518.56,1,8311,1381,18
59,9,0,1933.97,237.31,1,6309,1952,10
50,20,0,1951.81,349.42,0,0,1467,17
50,22,0,4635.6,241.02,1,20504,2100,29
27,21,2,29327.8,1776.38,0,0,12794,71
33,15,0,4104.21,639.83,0,0,1222,5
38,17,0,4875.62,826.17,1,14969,1842,16
36,9,0,2816.66,684.75,0,0,3727,4
18,2,0,479.66,105.32,0,0,644,50
34,21,0,3250.35,632.21,0,0,3333,66
18,5,0,608.34,40.13,1,2233,412,36
45,3,0,619.22,68.46,0,0,4021,1
38,39,2,76124.69,14292.4,0,0,7056,0
34,5,0,1402.22,268.63,0,0,4322,57
25,3,0,1079.62,256.26,0,0,2515,5
25,21,0,6948.94,312.09,0,0,3716,41
36,4,1,1065.62,99.08,0,0,5885,13
18,11,1,6862.45,868.25,1,25615,1913,18
29,23,0,6888.45,869.66,0,0,2306,14
45,19,0,4994.38,606.07,0,0,3362,0
30,16,0,4680.49,635.45,0,0,1831,8
58,5,0,1548.34,296.89,0,0,1395,7
18,21,1,12299.52,1726.55,0,0,1569,37
35,46,0,9724.83,526.74,1,28358,1010,6
44,5,0,1515.38,237.86,0,0,1016,16
34,22,0,2217.5,550.45,1,10841,1921,4
41,7,0,2239.68,559.7,0,0,1772,15
48,18,0,4123.22,290.27,0,0,761,22
44,23,0,3706.3,736.34,0,0,579,3
28,1,0,249.2,43.76,0,0,2768,53
47,22,0,5460.84,1109.81,0,0,1275,31
47,16,0,1992.23,117.75,0,0,1720,33
32,7,0,1736.1,373.34,0,0,1138,46
31,19,1,11478.11,464.38,0,0,8174,24
32,1,0,305.71,16.55,0,0,1658,27
46,19,1,9966.28,1614.8,0,0,5608,110
19,5,0,828.86,64.33,0,0,394,121
18,1,0,290.93,68.46,0,0,300,28
44,28,1,14181.91,1777.13,0,0,1729,14
39,27,0,4550.99,183.17,0,0,5635,28
36,20,0,4968.26,442.36,0,0,1726,0
48,24,0,8341.15,1849.92,0,0,3812,33
20,23,0,1913.52,343.45,0,0,2120,6
41,12,0,1939.04,130.56,1,13037,1052,10
18,2,0,578.61,26.67,1,1003,432,34
31,4,1,2630.27,432.4,0,0,4389,7
46,15,0,2633.34,129.93,0,0,2484,43
47,14,1,7468.27,1827.97,0,0,7213,1
43,17,0,1450.16,321.79,0,0,2104,22
42,8,0,1718.32,298.19,0,0,2189,14
53,20,1,10948.06,1785.26,0,0,2983,4
49,19,1,8197.08,863.17,0,0,3636,15
38,23,0,3789.1,891.11,0,0,1624,37
32,7,0,2476.9,446.1,0,0,1015,11
46,4,0,1150.8,242.54,0,0,2597,22
25,22,0,5874.58,699.51,0,0,6188,31
24,3,1,2049.22,394.99,0,0,959,3
53,33,2,72226.87,3008.24,0,0,8305,0
29,5,1,3490.1,728.48,1,4330,4078,15
52,1,1,450.68,23.94,0,0,2170,3
32,41,0,5765.14,1134.84,1,40603,3258,57
33,23,0,6390.11,1293.76,1,21855,1410,22
46,2,0,800.2,180.66,1,546,1141,5
34,75,2,152112.01,36588.69,0,0,4451,17
28,8,0,1512.55,139.94,0,0,1067,21
45,4,0,665.92,71.37,0,0,2192,15
18,7,0,584.07,70.42,1,4567,300,13
38,23,0,6014.1,1100.14,1,23641,3457,24
49,8,1,4897.28,209.16,0,0,3751,88
50,5,0,1540.71,186.84,1,2076,1219,21
41,4,0,1231.99,232.89,1,1862,3382,6
39,14,0,1079.66,149.58,0,0,2134,46
29,11,0,1356.49,113.19,1,9532,1183,2
39,6,0,1131.96,82.18,1,6938,2345,17
56,5,0,636.46,71.01,0,0,1894,19
32,3,0,898.23,215.56,0,0,1659,10
46,13,0,4226.89,989.43,0,0,2389,32
52,16,0,2448.99,358.88,0,0,1180,7
24,20,1,9174.59,2200.66,0,0,1588,7
25,7,0,1661.39,132.65,0,0,1249,21
37,21,0,5919.51,935.98,0,0,2541,41
28,28,0,7243.83,1120.1,0,0,4635,10
44,2,1,1041.99,216.88,0,0,4840,25
30,70,0,7251.41,1439.68,1,38711,1401,5
40,24,0,6877.88,513.43,0,0,2144,7
32,14,1,8097.5,1247.18,0,0,1915,0
26,15,0,1892.78,372.55,0,0,1416,11
40,16,0,3517.51,752.34,0,0,1163,0
41,14,0,2748.04,159.43,1,10633,3243,14
24,14,0,3219.17,698.05,0,0,2086,17
37,24,1,7620.96,837.96,0,0,1288,7
42,2,0,706.63,81.65,1,1435,1482,3
32,11,0,3416.52,259.12,0,0,6951,34
53,20,0,3182.38,586.06,0,0,1696,24
34,14,0,2250.83,435.58,0,0,3518,25
42,18,2,11123.03,483.04,0,0,4717,17
18,22,0,6082.78,1226.48,0,0,1209,18
44,18,0,4784.04,302.39,1,8674,4912,53
30,24,2,54708,11190.76,0,0,10417,6
45,19,0,3466.06,245.76,1,15172,1443,12
37,12,1,3668.2,450.11,0,0,850,18
18,11,0,1117.97,176.39,1,8326,2466,67
38,3,0,1023.97,191.02,0,0,2684,15
30,6,1,2098.86,501.91,1,10409,10804,21
50,19,0,3436.45,393.49,0,0,3039,8
35,43,0,12204.42,1315.7,1,48048,3401,22
31,17,0,2076.79,144.04,0,0,3096,8
34,13,0,2417.57,109.54,0,0,6151,2
75,6,0,1529.23,155.31,0,0,1260,22
45,8,0,796.08,127.25,0,0,920,5
45,13,0,3059.26,284.82,0,0,3953,32
39,10,1,6380.31,955.96,0,0,7586,1
61,2,0,607.19,78.67,0,0,1911,6
31,24,0,7582.18,1095.81,0,0,3711,11
33,77,1,56670.16,13276.21,0,0,1638,0
47,24,0,8321.38,1371.09,0,0,2601,24
37,57,0,9046.77,1006.18,1,55173,7884,4
30,13,0,3879.14,472.86,0,0,2397,7
49,31,1,20994.01,3807.9,0,0,5032,5
35,22,0,5418.3,795.42,0,0,1887,42
42,72,1,56189.47,2590.17,1,127541,5054,10
34,8,0,1009.52,217.7,0,0,2628,20
21,1,0,123.57,23.47,0,0,430,11
46,4,0,628.17,78.64,0,0,1505,13
23,3,0,1000.52,154.56,1,1300,399,24
19,7,0,1753.64,131.47,0,0,437,7
35,15,1,10123.73,546.81,0,0,5468,9
45,9,0,2594.39,293.05,0,0,1259,4
47,17,0,5665.18,1257.97,0,0,2792,4
60,7,0,712.35,138.01,1,3472,1126,54
40,1,0,201.93,42.29,1,441,1211,7
28,89,0,20278.51,1064.85,1,59650,1664,8
18,4,0,1004.56,76.37,1,1583,907,17
36,81,1,34919.9,4338.42,1,90810,6217,6
48,12,0,2285.89,310.76,0,0,2998,4
23,7,0,1507.32,305.34,1,6428,2537,11
44,19,0,4580.89,954.14,0,0,3139,52
41,11,0,2857.82,558.94,0,0,1130,29
36,21,0,6384.8,1493.09,0,0,2545,2
55,15,0,1122.09,222.2,0,0,1540,7
42,51,1,19621.48,4566.57,0,0,1193,11
50,23,0,4067.63,358.44,0,0,889,5
44,21,1,10266.51,1942.17,0,0,4116,11
21,3,1,795.02,61.56,1,6536,496,3
39,20,0,2575.91,467.99,0,0,1336,7
38,17,0,4916.15,647.76,1,6803,3309,36
36,8,1,3052.59,713.28,0,0,1177,28
48,14,0,4007.08,304.9,0,0,1044,2
57,7,0,1600.79,113.52,0,0,1600,10
40,19,0,2327.1,162.55,1,9313,5954,21
58,3,0,855.02,63.08,0,0,2332,1
40,48,1,39024.26,8682.32,0,0,8942,17
20,3,0,422.53,74.39,0,0,300,8
39,6,1,3190.25,426.57,0,0,1003,0
45,24,1,16847.5,3316.25,0,0,6382,57
37,8,0,2253.32,481.03,0,0,2142,133
24,22,0,7171.1,370.68,0,0,847,20
43,19,0,4479.38,624.75,0,0,1334,8
32,20,0,6652.23,1547.74,0,0,1225,17
50,4,0,1131.96,186.67,0,0,1621,13
61,3,1,1504.35,103.2,0,0,6126,5
32,13,0,3624.55,696.01,1,4562,1369,37
41,15,0,2193.54,391.27,0,0,1120,33
44,17,1,5835.69,491.3,0,0,3941,5
52,15,0,1852.51,305.91,0,0,2318,5
36,6,0,1002.09,63.04,0,0,2793,13
32,35,1,27724.46,4918.58,1,34249,14021,17
31,3,0,973.12,54.67,0,0,1409,0
37,6,1,4441.17,303.38,0,0,3576,21
35,6,0,968.65,109.65,0,0,1409,17
48,69,0,11968,1955.71,1,26713,3980,1
27,19,1,10481.03,2338.04,0,0,3512,7
32,15,0,3897.73,529.4,1,8024,1202,5
41,29,0,9516.62,1534.09,0,0,4983,69
33,8,0,1415.35,193.42,0,0,1399,2
32,10,1,3710.31,245.71,0,0,1810,28
23,14,1,12094.31,529.59,1,21237,3624,50
48,17,0,2821.82,246.71,0,0,873,4
32,6,0,899.15,179.48,0,0,2752,24
42,33,0,6947.68,671.98,1,31459,1583,0
22,6,0,859.18,167.77,0,0,303,2
44,24,2,23102.14,3475.92,0,0,5099,11
25,3,0,402.64,64.93,0,0,1291,3
30,6,0,862.47,108.21,0,0,3654,2
47,6,0,1639.07,379.77,0,0,2678,12
39,15,0,1437.45,128.48,0,0,1518,7
49,16,1,4398.01,218.5,1,22472,4747,11
32,19,1,14668.19,1167.44,0,0,3824,25
36,6,0,1841.79,96.24,0,0,2144,1
34,22,0,2566.7,137.13,1,12042,1379,19
43,62,1,18151.65,2838.99,1,129332,6942,0
26,36,1,28792.5,2905.83,0,0,4120,37
41,12,0,3472.4,765.76,0,0,2772,15
35,21,0,2743.27,581.54,0,0,2546,21
28,25,0,7475.29,892.94,0,0,1881,23
55,5,0,1683.4,364.81,0,0,3499,3
41,43,0,15571.47,2689.69,0,0,23707,13
33,12,0,2588.42,469.18,1,7963,3065,2
33,24,0,6520.85,377.85,0,0,1661,37
36,24,0,3061.23,497.93,0,0,1324,42
34,14,0,1027.68,166.25,1,6832,2992,9
25,2,0,404.04,86.66,0,0,891,38
32,21,1,14216.02,1898.19,0,0,983,23
46,2,1,983.25,165.81,0,0,1349,14
41,71,1,34727.09,6287.28,0,0,3891,9
27,14,0,1326,203.18,1,13756,1836,28
19,1,0,255.07,56.23,0,0,300,3
50,19,1,14819.63,1340.42,0,0,1390,16
41,5,0,701.96,68.92,1,3437,1266,13
55,27,1,9153.7,1428,1,76749,3970,19
37,27,1,10321,1315.92,0,0,18100,12
44,20,0,3967.12,384.58,0,0,1438,3
32,24,0,4932.24,795.56,1,14635,1736,11
52,2,0,366.8,53.5,0,0,3119,4
50,9,0,1745.62,219.44,0,0,2083,8
28,15,0,4250.86,761.15,0,0,1634,52
64,6,0,1127.9,152.28,0,0,528,14
42,9,0,2374.06,191.34,0,0,2656,17
23,11,0,1466.67,83.16,0,0,2057,16
46,12,1,5632.68,359.48,0,0,1115,2
59,23,0,3589.33,461.78,0,0,733,56
33,25,0,5891.18,405.26,1,24749,6805,52
18,3,0,913.72,218.15,1,3337,361,54
27,16,1,11171.99,2075.52,1,26209,6296,41
54,23,0,4820.67,961.41,0,0,2027,15
25,7,0,1696.34,237.99,0,0,2048,41
50,14,1,10232.97,2403.22,0,0,4493,5
48,55,1,39493.89,6767.17,0,0,12134,25
60,2,1,961.79,209.74,0,0,4386,13
35,11,0,4187.84,885.68,0,0,1476,18
32,14,0,3036.72,753.94,1,5413,1114,10
18,2,0,577.61,130.22,0,0,456,11
23,7,0,688.01,159.66,1,4396,420,13
30,14,0,1936.42,438.61,0,0,3326,11
34,5,0,1465.09,263.65,0,0,1167,1
52,30,1,11554.54,1891.99,1,43954,8726,3
39,15,0,1958,89.02,0,0,1284,29
43,19,0,2252.64,457.16,0,0,1029,19
18,10,1,5671.1,1009.93,0,0,1182,1
43,1,0,309.07,34.5,0,0,1067,9
54,4,0,758.07,139.8,1,2190,1180,0
53,32,1,10968.89,2455.2,0,0,6778,4
40,49,0,8045.97,719.63,0,0,2219,2
28,19,0,3660.02,327,0,0,2968,8
49,9,0,2782.85,185.02,0,0,1635,3
32,17,0,3431.76,251.9,0,0,1466,2
45,44,1,26010.96,1485.18,0,0,6795,16
35,44,1,33317.15,4563.44,0,0,3613,1
37,15,0,3752.11,340.12,1,7818,2199,29
25,1,0,150.36,24.89,0,0,1761,9
63,5,0,1621.33,352.67,0,0,2176,2
45,8,0,740.48,134.94,0,0,1124,6
24,22,0,3332.86,600.09,0,0,2569,3
33,33,0,2548.74,392.33,0,0,3392,29
21,8,1,5152.84,1174.19,0,0,1466,5
27,15,0,3404.79,218.12,1,9529,2362,31
40,15,0,3236.8,484.88,0,0,1721,9
36,10,0,2362.63,558.64,0,0,713,11
46,20,0,5639.12,859.02,0,0,1624,29
29,3,0,662.09,148.01,0,0,2845,27
35,24,0,3750.09,163.9,1,10913,1878,17
44,19,0,2200.47,168.53,0,0,1412,3
34,6,0,1663.01,395.67,0,0,1518,15
36,7,0,746.59,74.59,0,0,1337,12
58,20,0,2281.82,257.67,0,0,1624,35
28,13,0,1032.75,214.35,0,0,2440,15
50,21,0,4082.54,900.05,0,0,3606,19
27,6,1,2413.84,596.73,1,10501,1746,1
30,23,1,14935.66,1173.47,0,0,4323,5
24,19,0,2226.53,312.04,1,7668,2475,33
54,16,1,5665.74,1016.84,0,0,1321,26
36,42,1,11490.23,518.39,1,112781,6228,1
28,18,0,4613.58,1047.5,0,0,2416,16
30,13,1,7648.84,1865.3,1,32269,8454,32
41,22,0,7270.94,1428.39,0,0,1694,3
41,18,0,5446.85,710.14,0,0,6990,8
50,1,0,139.25,19.21,0,0,1199,3
29,17,0,2980.07,142.44,0,0,2239,0
55,17,0,5373.87,1047.72,0,0,1889,0
47,26,0,4380.5,426.26,0,0,2736,38
37,16,1,13410.36,2084.43,1,22763,3934,33
46,19,2,32481.92,4424.97,0,0,4229,21
46,42,2,93052.41,20633.91,0,0,7373,28
46,17,0,6517.64,752.13,0,0,2847,1
53,5,0,854.6,177.3,0,0,2114,25
39,20,0,5578.55,678.7,0,0,1599,7
32,23,2,24123.87,2079.51,1,54870,6355,1
43,16,0,1297.03,53.41,0,0,1921,1
47,7,0,1876.46,201.2,0,0,2637,10
30,53,0,5911.32,1397.53,1,28903,3987,14
49,6,1,1531.25,308.11,0,0,4227,34
56,75,2,133906.06,13294.62,1,339390,3896,7
44,10,0,974.22,207.26,0,0,3703,18
32,15,0,3655.09,800.38,0,0,1298,2
37,12,0,3747.02,278.46,0,0,1586,16
43,4,0,734.9,91.52,0,0,1421,13
33,16,1,5932.11,1424.98,0,0,6775,15
42,8,0,1163.17,137.87,0,0,1972,60
33,16,0,4516.68,407.78,0,0,5571,16
34,3,0,458.29,80.08,0,0,2256,56
23,2,0,518.75,51.21,0,0,1495,16
45,21,0,4920.32,782.59,0,0,3119,7
53,1,1,485.96,120.96,0,0,3021,12
51,17,0,2734.52,180.33,0,0,1563,1
18,6,0,1492.68,74.8,0,0,533,5
55,13,0,2423.88,553.44,1,8460,696,3
32,13,0,1351.02,301.14,0,0,2068,14
45,15,0,2739.32,392.42,0,0,3024,4
23,9,0,2645.87,566.91,0,0,2416,17
42,5,0,1226.04,156.1,0,0,923,11
