id_vuelo;aeropuerto_origen;aeropuerto_destino;hora_salida_programada;dia_semana;distancia_vuelo;condiciones_climaticas;congestion_aerea;congestion_aerea_num;tipo_avion;ocupacion_vuelo;temporada_alta;temporada_alta_bin;puerta_embarque;visibilidad;tiempo_estimado_vuelo;horas_sp;minutos_sp;tipo;demora;PRE_1;demora_predicha;filter_$;comprobacion
14354;BOG;MDE;9:45:00 a. m.;Martes;235;Niebla;Media;1,00;ATR 72;73,5;FALSO;0,00;36;2,9;40;9;45;1;1,00;0,44350;1,00;0;2,00
14355;BOG;BAQ;7:45:00 a. m.;Sabado;145;Niebla;Alta;2,00;ATR 72;81,5;VERDADERO;1,00;15;2,6;37;7;45;1;1,00;0,68741;1,00;0;2,00
14362;EZE;UIO;6:30:00 a. m.;Viernes;3900;Despejado;Baja;0,00;Boeing 787;46,5;VERDADERO;1,00;37;28,3;316;6;30;1;1,00;0,23412;0,00;0;0,00
14365;MAD;BOG;10:45:00 a. m.;Viernes;8680;Despejado;Media;1,00;Boeing 787;91,0;VERDADERO;1,00;5;11,8;688;10;45;1;1,00;0,35924;1,00;0;2,00
14366;EZE;MVD;8:45:00 a. m.;Domingo;210;Tormenta;Media;1,00;Embraer E190;66,4;FALSO;0,00;30;1,0;37;8;45;1;1,00;0,61161;1,00;0;2,00
14368;BGA;MDE;9:00:00 a. m.;Lunes;295;Nublado;Media;1,00;Boeing 737;96,0;FALSO;0,00;37;8,5;61;9;0;1;1,00;0,22248;0,00;0;0,00
14370;GIG;GRU;7:30:00 a. m.;Miercoles;360;Tormenta;Baja;0,00;Boeing 737;95,9;FALSO;0,00;6;1,9;51;7;30;1;1,00;0,47310;1,00;0;2,00
14373;GRU;EZE;8:15:00 a. m.;Sabado;1760;Lluvia;Media;1,00;Boeing 757;69,1;VERDADERO;1,00;5;25,5;178;8;15;1;1,00;0,45636;1,00;0;2,00
14381;BOG;EZE;10:15:00 a. m.;Jueves;4650;Despejado;Media;1,00;Airbus A330;86,7;VERDADERO;1,00;5;7,7;372;10;15;1;1,00;0,34477;1,00;0;2,00
14383;PTY;EZE;6:00:00 a. m.;Sabado;5100;Despejado;Media;1,00;Boeing 787;69,2;FALSO;0,00;45;15,5;406;6;0;1;1,00;0,24558;0,00;0;0,00
14391;EZE;ASU;7:45:00 a. m.;Viernes;1050;Tormenta;Media;1,00;Boeing 737 MAX;80,8;VERDADERO;1,00;41;1,3;103;7;45;1;1,00;0,71718;1,00;0;2,00
14395;BOG;CLO;9:30:00 a. m.;Domingo;300;Nublado;Baja;0,00;Airbus A320;55,2;VERDADERO;1,00;29;5,7;62;9;30;1;1,00;0,21120;0,00;0;0,00
14397;GRU;MEX;10:00:00 a. m.;Viernes;7300;Nublado;Baja;0,00;Airbus A350;85,6;FALSO;0,00;12;28,8;573;10;0;1;1,00;0,15355;0,00;0;0,00
14399;BOG;UIO;7:45:00 a. m.;Domingo;730;Lluvia;Alta;2,00;ATR 72;95,8;VERDADERO;1,00;2;15,0;83;7;45;1;1,00;0,59148;1,00;0;2,00
14400;MDE;UIO;11:00:00 a. m.;Martes;960;Nublado;Baja;0,00;Boeing 757;91,2;FALSO;0,00;2;14,5;115;11;0;1;1,00;0,14384;0,00;0;0,00
14407;AEP;EZE;6:15:00 a. m.;Jueves;35;Nublado;Media;1,00;Embraer E190;60,6;FALSO;0,00;13;17,9;26;6;15;1;1,00;0,22350;0,00;0;0,00
14419;MIA;BOG;9:15:00 a. m.;Miercoles;3160;Despejado;Alta;2,00;Boeing 787;65,9;FALSO;0,00;41;7,5;265;9;15;1;1,00;0,35902;1,00;0;2,00
14420;COR;EZE;9:45:00 a. m.;Viernes;695;Lluvia;Media;1,00;Boeing 737;92,2;FALSO;0,00;2;9,0;72;9;45;1;1,00;0,34239;1,00;0;2,00
14422;CLO;BOG;8:00:00 a. m.;Lunes;300;Tormenta;Baja;0,00;Airbus A320;63,0;FALSO;0,00;48;2,7;58;8;0;1;1,00;0,46957;1,00;0;2,00
14424;UIO;MDE;10:00:00 a. m.;Miercoles;960;Nublado;Media;1,00;Boeing 737 MAX;67,2;FALSO;0,00;33;12,5;102;10;0;1;1,00;0,22496;0,00;0;0,00
14430;SCL;EZE;4:30:00 a. m.;Sabado;1140;Lluvia;Media;1,00;Embraer E195;78,3;FALSO;0,00;45;12,5;117;4;30;1;1,00;0,33852;1,00;0;2,00
14438;PTY;GRU;10:00:00 a. m.;Martes;4630;Niebla;Alta;2,00;Boeing 787;55,4;FALSO;0,00;14;2,7;392;10;0;1;1,00;0,58588;1,00;0;2,00
14454;BGA;MDE;7:00:00 a. m.;Sabado;295;Lluvia;Baja;0,00;Boeing 737;71,2;FALSO;0,00;1;18,4;49;7;0;1;1,00;0,22576;0,00;0;0,00
14456;EZE;ROS;8:15:00 a. m.;Viernes;295;Nublado;Alta;2,00;ATR 72;83,7;VERDADERO;1,00;46;23,7;48;8;15;1;1,00;0,44836;1,00;0;2,00
14458;CCS;PTY;11:15:00 a. m.;Viernes;1010;Tormenta;Alta;2,00;Embraer E195;71,9;FALSO;0,00;43;3,4;112;11;15;1;1,00;0,73285;1,00;0;2,00
14459;GRU;JFK;4:45:00 a. m.;Miercoles;7680;Niebla;Media;1,00;Airbus A330;88,1;FALSO;0,00;32;0,4;601;4;45;1;1,00;0,45776;1,00;0;2,00
14461;AEP;EZE;8:00:00 a. m.;Domingo;35;Nublado;Media;1,00;Boeing 737;64,5;VERDADERO;1,00;42;20,2;34;8;0;1;1,00;0,31550;0,00;0;0,00
14467;CCS;PTY;9:45:00 a. m.;Viernes;1010;Lluvia;Alta;2,00;Boeing 757;50,2;VERDADERO;1,00;30;15,1;122;9;45;1;1,00;0,59380;1,00;0;2,00
14471;UIO;EZE;5:45:00 a. m.;Miercoles;3900;Tormenta;Media;1,00;Boeing 787;95,5;VERDADERO;1,00;32;3,8;338;5;45;1;1,00;0,72228;1,00;0;2,00
14478;EZE;MIA;8:15:00 a. m.;Miercoles;7720;Tormenta;Baja;0,00;Boeing 777;82,1;FALSO;0,00;18;3,5;622;8;15;1;1,00;0,49107;1,00;0;2,00
14480;GRU;BSB;8:15:00 a. m.;Martes;870;Despejado;Baja;0,00;Boeing 757;75,9;VERDADERO;1,00;33;7,8;98;8;15;1;1,00;0,22450;0,00;0;0,00
14481;EZE;CCS;8:00:00 a. m.;Miercoles;4300;Despejado;Media;1,00;Airbus A330;92,6;FALSO;0,00;29;15,0;364;8;0;1;1,00;0,24519;0,00;0;0,00
14483;PTY;JFK;8:15:00 a. m.;Sabado;3520;Lluvia;Baja;0,00;Boeing 777;77,3;FALSO;0,00;29;8,0;289;8;15;1;1,00;0,23189;0,00;0;0,00
14487;BOG;MDE;9:15:00 a. m.;Martes;235;Lluvia;Alta;2,00;Airbus A320;90,5;FALSO;0,00;10;21,5;52;9;15;1;1,00;0,47248;1,00;0;2,00
14488;MDE;BOG;8:15:00 a. m.;Martes;235;Tormenta;Baja;0,00;Airbus A320;84,3;FALSO;0,00;17;1,1;51;8;15;1;1,00;0,47120;1,00;0;2,00
14495;MIA;PTY;9:45:00 a. m.;Sabado;2200;Lluvia;Media;1,00;Boeing 757;80,8;FALSO;0,00;30;29,3;190;9;45;1;1,00;0,35062;1,00;0;2,00
14498;EZE;IGR;6:00:00 a. m.;Martes;1100;Niebla;Alta;2,00;Boeing 737 MAX;76,7;FALSO;0,00;27;2,5;121;6;0;1;1,00;0,57374;1,00;0;2,00
14500;EZE;AEP;8:00:00 a. m.;Viernes;35;Tormenta;Baja;0,00;ATR 72;90,9;FALSO;0,00;25;1,7;47;8;0;1;1,00;0,46863;1,00;0;2,00
14502;EZE;AEP;7:30:00 a. m.;Sabado;35;Tormenta;Baja;0,00;Boeing 737;68,3;FALSO;0,00;30;1,7;22;7;30;1;1,00;0,47222;1,00;0;2,00
14503;EZE;PTY;8:15:00 a. m.;Lunes;5100;Despejado;Media;1,00;Boeing 777;50,8;VERDADERO;1,00;12;16,0;407;8;15;1;1,00;0,34625;1,00;0;2,00
14508;BOG;GRU;6:15:00 a. m.;Domingo;3940;Despejado;Media;1,00;Boeing 777;89,9;VERDADERO;1,00;14;17,9;316;6;15;1;1,00;0,34250;1,00;0;2,00
14513;PTY;JFK;8:45:00 a. m.;Viernes;3520;Tormenta;Baja;0,00;Airbus A350;96,2;FALSO;0,00;36;1,0;296;8;45;1;1,00;0,48404;1,00;0;2,00
14515;GRU;BSB;7:30:00 a. m.;Sabado;870;Despejado;Alta;2,00;Embraer E195;39,3;FALSO;0,00;23;29,2;93;7;30;1;1,00;0,35922;1,00;0;2,00
14524;PTY;BOG;7:15:00 a. m.;Domingo;650;Niebla;Baja;0,00;ATR 72;85,3;FALSO;0,00;29;2,2;70;7;15;1;1,00;0,31006;0,00;0;0,00
14525;EZE;MVD;8:45:00 a. m.;Sabado;210;Despejado;Media;1,00;Embraer E190;92,3;VERDADERO;1,00;21;16,3;63;8;45;1;1,00;0,33896;1,00;0;2,00
14530;MDE;BGA;7:30:00 a. m.;Viernes;295;Despejado;Alta;2,00;Boeing 737;90,2;FALSO;0,00;2;21,3;64;7;30;1;1,00;0,35600;1,00;0;2,00
14532;EZE;MIA;8:30:00 a. m.;Lunes;7720;Nublado;Baja;0,00;Boeing 787;41,9;FALSO;0,00;9;27,0;599;8;30;1;1,00;0,15532;0,00;0;0,00
14533;PTY;IAH;7:45:00 a. m.;Miercoles;2860;Lluvia;Alta;2,00;Boeing 757;68,8;FALSO;0,00;23;28,8;258;7;45;1;1,00;0,48386;1,00;0;2,00
14538;MIA;MDE;9:45:00 a. m.;Sabado;2750;Nublado;Media;1,00;Embraer E195;95,2;VERDADERO;1,00;44;24,2;230;9;45;1;1,00;0,32903;1,00;0;2,00
14544;ROS;EZE;4:30:00 a. m.;Sabado;295;Despejado;Media;1,00;ATR 72;85,5;FALSO;0,00;37;29,3;71;4;30;1;1,00;0,24111;0,00;0;0,00
14552;BOG;LIM;6:45:00 a. m.;Viernes;1890;Nublado;Alta;2,00;Boeing 737 MAX;18,3;VERDADERO;1,00;32;22,0;177;6;45;1;1,00;0,45474;1,00;0;2,00
14553;CLO;MDE;8:45:00 a. m.;Miercoles;265;Lluvia;Alta;2,00;Boeing 737;63,4;FALSO;0,00;7;29,9;48;8;45;1;1,00;0,47830;1,00;0;2,00
14559;ROS;EZE;7:30:00 a. m.;Lunes;295;Tormenta;Alta;2,00;ATR 72;58,5;VERDADERO;1,00;13;4,3;55;7;30;1;1,00;0,81291;1,00;0;2,00
14564;BOG;BGA;9:30:00 a. m.;Lunes;310;Lluvia;Media;1,00;Airbus A320;55,5;FALSO;0,00;18;29,0;50;9;30;1;1,00;0,34413;1,00;0;2,00
14567;SCL;GRU;5:00:00 a. m.;Viernes;2620;Nublado;Baja;0,00;Embraer E195;86,1;VERDADERO;1,00;48;11,5;228;5;0;1;1,00;0,21101;0,00;0;0,00
14569;BOG;CTG;7:00:00 a. m.;Viernes;135;Tormenta;Baja;0,00;Embraer E190;64,6;VERDADERO;1,00;45;2,1;46;7;0;1;1,00;0,58498;1,00;0;2,00
14572;PEI;MDE;7:30:00 a. m.;Jueves;140;Despejado;Media;1,00;Embraer E190;59,7;VERDADERO;1,00;37;6,0;32;7;30;1;1,00;0,33372;1,00;0;2,00
14576;CTG;BOG;8:45:00 a. m.;Lunes;135;Lluvia;Media;1,00;ATR 72;86,8;VERDADERO;1,00;33;10,9;52;8;45;1;1,00;0,45288;1,00;0;2,00
14580;MDE;CLO;6:30:00 a. m.;Domingo;265;Despejado;Alta;2,00;ATR 72;81,3;VERDADERO;1,00;34;6,7;44;6;30;1;1,00;0,46490;1,00;0;2,00
14583;MAD;EZE;8:30:00 a. m.;Sabado;10050;Lluvia;Alta;2,00;Boeing 787;82,0;VERDADERO;1,00;24;7,3;784;8;30;1;1,00;0,61127;1,00;0;2,00
14587;ASU;EZE;10:15:00 a. m.;Sabado;1050;Lluvia;Baja;0,00;Embraer E195;91,9;VERDADERO;1,00;1;14,7;120;10;15;1;1,00;0,32325;0,00;0;0,00
14609;BOG;LIM;5:15:00 a. m.;Miercoles;1890;Despejado;Baja;0,00;Embraer E195;61,9;FALSO;0,00;48;27,0;161;5;15;1;1,00;0,15576;0,00;0;0,00
14612;MEX;BOG;8:30:00 a. m.;Miercoles;2700;Nublado;Media;1,00;Boeing 737 MAX;71,4;VERDADERO;1,00;5;12,5;246;8;30;1;1,00;0,32361;0,00;0;0,00
14616;MDE;GRU;8:45:00 a. m.;Viernes;4180;Despejado;Alta;2,00;Airbus A330;51,2;FALSO;0,00;47;26,5;350;8;45;1;1,00;0,36930;1,00;0;2,00
14618;EZE;MDZ;10:45:00 a. m.;Lunes;1040;Lluvia;Baja;0,00;Boeing 757;99,5;FALSO;0,00;38;15,1;125;10;45;1;1,00;0,23297;0,00;0;0,00
14624;PTY;SJO;11:30:00 a. m.;Viernes;580;Niebla;Baja;0,00;Embraer E190;40,5;FALSO;0,00;48;0,9;83;11;30;1;1,00;0,31437;0,00;0;0,00
14625;CLO;MDE;8:30:00 a. m.;Domingo;265;Nublado;Alta;2,00;Boeing 737;59,7;VERDADERO;1,00;17;16,3;49;8;30;1;1,00;0,44859;1,00;0;2,00
14632;MIA;EZE;9:45:00 a. m.;Sabado;7720;Nublado;Baja;0,00;Boeing 777;68,7;VERDADERO;1,00;40;6,2;602;9;45;1;1,00;0,22585;0,00;0;0,00
14634;MDE;CTG;9:30:00 a. m.;Sabado;365;Despejado;Alta;2,00;Embraer E190;79,9;FALSO;0,00;30;22,2;71;9;30;1;1,00;0,35790;1,00;0;2,00
14637;EZE;AEP;8:15:00 a. m.;Sabado;35;Despejado;Alta;2,00;Airbus A320;59,8;FALSO;0,00;37;7,2;26;8;15;1;1,00;0,35082;1,00;0;2,00
14638;MVD;EZE;9:00:00 a. m.;Sabado;210;Despejado;Media;1,00;Airbus A320;87,8;VERDADERO;1,00;23;22,5;51;9;0;1;1,00;0,33518;1,00;0;2,00
14641;BOG;EZE;7:15:00 a. m.;Jueves;4650;Nublado;Baja;0,00;Airbus A350;64,0;VERDADERO;1,00;32;28,9;372;7;15;1;1,00;0,22019;0,00;0;0,00
14644;LIM;EZE;9:45:00 a. m.;Sabado;3150;Niebla;Alta;2,00;Boeing 787;60,6;FALSO;0,00;16;1,8;274;9;45;1;1,00;0,58760;1,00;0;2,00
14645;MDE;MIA;6:45:00 a. m.;Viernes;2750;Niebla;Baja;0,00;Embraer E195;83,8;VERDADERO;1,00;18;2,4;250;6;45;1;1,00;0,42731;1,00;0;2,00
14650;CTG;MDE;8:00:00 a. m.;Miercoles;365;Despejado;Alta;2,00;Boeing 737;77,1;VERDADERO;1,00;3;25,3;47;8;0;1;1,00;0,46715;1,00;0;2,00
14653;GRU;CDG;7:45:00 a. m.;Jueves;9400;Despejado;Baja;0,00;Airbus A350;67,4;VERDADERO;1,00;31;21,7;742;7;45;1;1,00;0,24544;0,00;0;0,00
14657;CLO;BOG;6:00:00 a. m.;Sabado;300;Despejado;Alta;2,00;ATR 72;52,0;VERDADERO;1,00;11;18,2;42;6;0;1;1,00;0,46353;1,00;0;2,00
14660;GRU;BSB;8:45:00 a. m.;Martes;870;Despejado;Media;1,00;Airbus A320neo;67,1;FALSO;0,00;1;9,1;107;8;45;1;1,00;0,24245;0,00;0;0,00
14662;BOG;GRU;7:00:00 a. m.;Jueves;3940;Tormenta;Baja;0,00;Boeing 777;63,6;FALSO;0,00;5;2,3;337;7;0;1;1,00;0,47799;1,00;0;2,00
14663;BOG;CCS;9:30:00 a. m.;Domingo;1010;Lluvia;Alta;2,00;Boeing 737 MAX;78,3;FALSO;0,00;17;7,6;106;9;30;1;1,00;0,47312;1,00;0;2,00
14669;EZE;LIM;5:45:00 a. m.;Miercoles;3150;Nublado;Alta;2,00;Airbus A350;83,1;FALSO;0,00;1;26,7;283;5;45;1;1,00;0,34575;1,00;0;2,00
14671;JFK;MDE;6:45:00 a. m.;Lunes;3560;Tormenta;Baja;0,00;Boeing 787;60,0;FALSO;0,00;15;2,6;310;6;45;1;1,00;0,48289;1,00;0;2,00
14676;CCS;BOG;9:30:00 a. m.;Viernes;1010;Despejado;Media;1,00;Boeing 757;86,7;VERDADERO;1,00;10;29,4;103;9;30;1;1,00;0,34258;1,00;0;2,00
14683;MDE;BOG;5:30:00 a. m.;Jueves;235;Nublado;Media;1,00;ATR 72;84,3;FALSO;0,00;11;10,2;61;5;30;1;1,00;0,22345;0,00;0;0,00
14684;BOG;MAD;10:00:00 a. m.;Sabado;8680;Nublado;Baja;0,00;Boeing 787;71,3;VERDADERO;1,00;6;15,9;692;10;0;1;1,00;0,22525;0,00;0;0,00
14685;EZE;AEP;6:45:00 a. m.;Viernes;35;Tormenta;Media;1,00;ATR 72;67,0;FALSO;0,00;32;1,9;49;6;45;1;1,00;0,60983;1,00;0;2,00
14688;PTY;BOG;12:00:00 p. m.;Domingo;650;Lluvia;Media;1,00;Boeing 737;57,7;FALSO;0,00;47;19,0;70;12;0;1;1,00;0,34085;1,00;0;2,00
14696;CLT;PTY;7:15:00 a. m.;Martes;2890;Despejado;Media;1,00;Boeing 757;86,6;VERDADERO;1,00;26;20,8;243;7;15;1;1,00;0,34148;1,00;0;2,00
14701;PEI;MDE;8:15:00 a. m.;Martes;140;Nublado;Media;1,00;Airbus A320;74,3;VERDADERO;1,00;27;14,3;54;8;15;1;1,00;0,31634;0,00;0;0,00
14702;MDE;CTG;4:15:00 a. m.;Viernes;365;Despejado;Baja;0,00;ATR 72;45,9;FALSO;0,00;11;6,5;65;4;15;1;1,00;0,15056;0,00;0;0,00
14706;MDE;CTG;9:15:00 a. m.;Miercoles;365;Niebla;Alta;2,00;Embraer E190;50,2;FALSO;0,00;47;2,6;73;9;15;1;1,00;0,57651;1,00;0;2,00
14709;LIM;BOG;7:15:00 a. m.;Miercoles;1890;Tormenta;Media;1,00;Boeing 757;97,0;FALSO;0,00;46;1,9;189;7;15;1;1,00;0,61095;1,00;0;2,00
14710;BGA;BOG;8:45:00 a. m.;Lunes;310;Despejado;Media;1,00;Airbus A320;21,7;FALSO;0,00;12;28,9;68;8;45;1;1,00;0,24513;0,00;0;0,00
14720;IGR;EZE;6:30:00 a. m.;Martes;1100;Tormenta;Baja;0,00;Airbus A320neo;93,8;FALSO;0,00;23;4,5;110;6;30;1;1,00;0,47485;1,00;0;2,00
14723;MDE;PEI;9:45:00 a. m.;Jueves;140;Lluvia;Media;1,00;Airbus A320;49,1;FALSO;0,00;3;9,1;57;9;45;1;1,00;0,34113;1,00;0;2,00
14727;PTY;MEX;11:00:00 a. m.;Domingo;2280;Niebla;Media;1,00;Boeing 737 MAX;55,9;VERDADERO;1,00;1;0,2;211;11;0;1;1,00;0,56025;1,00;0;2,00
14730;EZE;AEP;7:45:00 a. m.;Sabado;35;Despejado;Media;1,00;Boeing 737;69,5;VERDADERO;1,00;4;27,8;23;7;45;1;1,00;0,34046;1,00;0;2,00
14748;MVD;EZE;5:00:00 a. m.;Martes;210;Lluvia;Media;1,00;ATR 72;74,0;FALSO;0,00;38;25,5;37;5;0;1;1,00;0,33614;1,00;0;2,00
14749;CLO;BOG;9:00:00 a. m.;Jueves;300;Nublado;Media;1,00;ATR 72;82,9;FALSO;0,00;21;19,8;50;9;0;1;1,00;0,22450;0,00;0;0,00
14758;MDE;PEI;7:45:00 a. m.;Jueves;140;Niebla;Baja;0,00;Boeing 737;83,4;FALSO;0,00;40;1,1;32;7;45;1;1,00;0,31249;0,00;0;0,00
14762;PTY;EZE;6:15:00 a. m.;Domingo;5100;Tormenta;Alta;2,00;Boeing 787;45,2;FALSO;0,00;46;1,8;421;6;15;1;1,00;0,73751;1,00;0;2,00
14764;PTY;GUA;7:00:00 a. m.;Miercoles;820;Despejado;Media;1,00;Airbus A320neo;83,4;FALSO;0,00;33;28,6;86;7;0;1;1,00;0,24055;0,00;0;0,00
14770;BAQ;BOG;11:00:00 a. m.;Sabado;145;Despejado;Alta;2,00;ATR 72;94,6;VERDADERO;1,00;16;25,4;48;11;0;1;1,00;0,46909;1,00;0;2,00
14775;MIA;GRU;11:00:00 a. m.;Miercoles;7520;Nublado;Alta;2,00;Airbus A330;61,1;VERDADERO;1,00;8;10,5;588;11;0;1;1,00;0,46374;1,00;0;2,00
14776;SCL;GRU;9:45:00 a. m.;Martes;2620;Nublado;Media;1,00;Embraer E195;91,5;VERDADERO;1,00;21;27,8;238;9;45;1;1,00;0,32955;1,00;0;2,00
14777;MIA;EZE;7:00:00 a. m.;Sabado;7720;Nublado;Media;1,00;Boeing 787;23,0;FALSO;0,00;28;7,1;616;7;0;1;1,00;0,23454;0,00;0;0,00
14792;LIM;MDE;5:15:00 a. m.;Domingo;2100;Tormenta;Alta;2,00;Boeing 737 MAX;94,5;FALSO;0,00;4;2,9;193;5;15;1;1,00;0,73105;1,00;0;2,00
14797;BOG;MEX;8:45:00 a. m.;Viernes;2700;Nublado;Media;1,00;Airbus A320neo;61,6;VERDADERO;1,00;13;8,3;238;8;45;1;1,00;0,32460;0,00;0;0,00
14799;PTY;CCS;8:15:00 a. m.;Miercoles;1010;Nublado;Media;1,00;Airbus A320neo;57,2;VERDADERO;1,00;24;27,6;117;8;15;1;1,00;0,32125;0,00;0;0,00
14803;EZE;BRC;4:15:00 a. m.;Miercoles;1650;Nublado;Media;1,00;Boeing 757;37,9;FALSO;0,00;13;11,8;149;4;15;1;1,00;0,22415;0,00;0;0,00
14805;EZE;CCS;8:15:00 a. m.;Miercoles;4300;Lluvia;Baja;0,00;Airbus A330;81,9;VERDADERO;1,00;21;16,7;360;8;15;1;1,00;0,32961;1,00;0;2,00
14807;GRU;BOG;7:15:00 a. m.;Miercoles;3940;Tormenta;Baja;0,00;Airbus A350;60,7;FALSO;0,00;43;3,0;344;7;15;1;1,00;0,48038;1,00;0;2,00
14811;FLN;GRU;10:15:00 a. m.;Viernes;690;Despejado;Alta;2,00;Embraer E190;66,7;FALSO;0,00;32;28,3;95;10;15;1;1,00;0,35883;1,00;0;2,00
14812;MDE;JFK;9:00:00 a. m.;Sabado;3560;Niebla;Alta;2,00;Airbus A350;57,3;FALSO;0,00;28;1,7;310;9;0;1;1,00;0,58215;1,00;0;2,00
14819;CTG;BOG;6:45:00 a. m.;Miercoles;135;Lluvia;Alta;2,00;ATR 72;85,2;FALSO;0,00;15;8,0;38;6;45;1;1,00;0,47071;1,00;0;2,00
14821;GIG;EZE;5:00:00 a. m.;Martes;1970;Nublado;Baja;0,00;Embraer E195;30,8;FALSO;0,00;18;7,2;168;5;0;1;1,00;0,14177;0,00;0;0,00
14832;MVD;GRU;10:45:00 a. m.;Lunes;1550;Nublado;Media;1,00;Boeing 757;60,9;FALSO;0,00;11;25,5;159;10;45;1;1,00;0,23307;0,00;0;0,00
14840;MDE;LIM;9:30:00 a. m.;Domingo;2100;Tormenta;Media;1,00;Boeing 737 MAX;43,1;VERDADERO;1,00;26;2,7;203;9;30;1;1,00;0,71921;1,00;0;2,00
14850;COR;EZE;5:45:00 a. m.;Domingo;695;Lluvia;Media;1,00;Embraer E190;81,2;FALSO;0,00;17;5,9;87;5;45;1;1,00;0,33870;1,00;0;2,00
14852;SCL;EZE;8:00:00 a. m.;Martes;1140;Despejado;Media;1,00;Boeing 757;84,0;VERDADERO;1,00;15;21,1;116;8;0;1;1,00;0,33626;1,00;0;2,00
14854;LIM;EZE;8:15:00 a. m.;Domingo;3150;Nublado;Baja;0,00;Boeing 777;67,2;VERDADERO;1,00;6;10,6;270;8;15;1;1,00;0,21492;0,00;0;0,00
14860;JFK;MDE;9:30:00 a. m.;Jueves;3560;Nublado;Baja;0,00;Boeing 777;58,9;VERDADERO;1,00;5;22,4;288;9;30;1;1,00;0,21977;0,00;0;0,00
14862;IAH;PTY;6:00:00 a. m.;Viernes;2860;Despejado;Baja;0,00;Boeing 757;93,3;FALSO;0,00;29;20,3;254;6;0;1;1,00;0,15544;0,00;0;0,00
14865;MDE;UIO;6:15:00 a. m.;Sabado;960;Tormenta;Media;1,00;Embraer E195;73,2;VERDADERO;1,00;3;1,2;98;6;15;1;1,00;0,71268;1,00;0;2,00
14868;MIA;PTY;10:00:00 a. m.;Jueves;2200;Tormenta;Baja;0,00;Embraer E195;75,1;VERDADERO;1,00;8;4,7;188;10;0;1;1,00;0,59318;1,00;0;2,00
14876;BOG;MIA;7:30:00 a. m.;Miercoles;3160;Tormenta;Baja;0,00;Airbus A350;67,3;FALSO;0,00;3;4,8;268;7;30;1;1,00;0,48105;1,00;0;2,00
14880;GRU;BSB;5:00:00 a. m.;Lunes;870;Tormenta;Baja;0,00;Embraer E195;62,2;FALSO;0,00;46;4,8;104;5;0;1;1,00;0,46909;1,00;0;2,00
14884;GRU;MVD;10:45:00 a. m.;Sabado;1550;Tormenta;Media;1,00;Boeing 757;63,7;FALSO;0,00;12;1,4;161;10;45;1;1,00;0,61655;1,00;0;2,00
14891;MAD;EZE;7:30:00 a. m.;Viernes;10050;Despejado;Media;1,00;Boeing 777;69,7;FALSO;0,00;47;26,3;776;7;30;1;1,00;0,26131;0,00;0;0,00
14892;AEP;EZE;7:45:00 a. m.;Lunes;35;Lluvia;Alta;2,00;Boeing 737;72,4;VERDADERO;1,00;48;29,7;26;7;45;1;1,00;0,59339;1,00;0;2,00
14896;EZE;LIM;9:15:00 a. m.;Domingo;3150;Lluvia;Baja;0,00;Boeing 777;81,9;FALSO;0,00;24;25,8;269;9;15;1;1,00;0,23507;0,00;0;0,00
14898;GRU;JFK;6:00:00 a. m.;Sabado;7680;Despejado;Alta;2,00;Airbus A330;94,5;FALSO;0,00;1;25,8;603;6;0;1;1,00;0,36980;1,00;0;2,00
14906;PTY;CLT;7:00:00 a. m.;Domingo;2890;Nublado;Media;1,00;Airbus A320neo;92,7;FALSO;0,00;5;19,4;243;7;0;1;1,00;0,22794;0,00;0;0,00
14909;SCL;EZE;9:15:00 a. m.;Jueves;1140;Tormenta;Alta;2,00;Embraer E195;91,8;FALSO;0,00;41;0,9;133;9;15;1;1,00;0,73131;1,00;0;2,00
14911;LIM;PTY;8:30:00 a. m.;Domingo;2970;Despejado;Baja;0,00;Boeing 737 MAX;84,7;VERDADERO;1,00;34;20,6;247;8;30;1;1,00;0,23218;0,00;0;0,00
14917;EZE;UIO;7:30:00 a. m.;Jueves;3900;Nublado;Baja;0,00;Airbus A330;87,5;FALSO;0,00;48;25,2;325;7;30;1;1,00;0,14957;0,00;0;0,00
14921;PTY;EZE;4:30:00 a. m.;Domingo;5100;Lluvia;Alta;2,00;Boeing 787;91,8;VERDADERO;1,00;10;6,8;404;4;30;1;1,00;0,59578;1,00;0;2,00
14923;BOG;UIO;10:15:00 a. m.;Jueves;730;Lluvia;Alta;2,00;Airbus A320;76,9;FALSO;0,00;29;12,4;94;10;15;1;1,00;0,47225;1,00;0;2,00
14929;MDE;CTG;8:30:00 a. m.;Domingo;365;Despejado;Alta;2,00;Boeing 737;42,3;VERDADERO;1,00;44;6,3;68;8;30;1;1,00;0,46671;1,00;0;2,00
14933;GRU;PTY;6:00:00 a. m.;Viernes;4630;Nublado;Baja;0,00;Airbus A330;79,4;FALSO;0,00;31;27,0;391;6;0;1;1,00;0,14809;0,00;0;0,00
14934;BOG;UIO;8:45:00 a. m.;Miercoles;730;Nublado;Media;1,00;ATR 72;27,9;VERDADERO;1,00;21;11,5;82;8;45;1;1,00;0,32088;0,00;0;0,00
14940;PTY;GUA;7:15:00 a. m.;Domingo;820;Tormenta;Media;1,00;Embraer E195;46,5;VERDADERO;1,00;29;1,6;93;7;15;1;1,00;0,71315;1,00;0;2,00
