id_vuelo,aeropuerto_origen,aeropuerto_destino,hora_salida_programada,dia_semana,distancia_vuelo,condiciones_climaticas,congestion_aerea,tipo_avion,ocupacion_vuelo,temporada_alta,puerta_embarque,visibilidad,tiempo_estimado_vuelo,demora
18980,PTY,GRU,16:45,Domingo,4630,Despejado,Media,Boeing 777,65.5,FALSO,46,10.8,369,0
18982,PTY,MDE,17:45,Sabado,715,Despejado,Baja,Boeing 737,76.6,FALSO,8,22.9,86,1
18983,PTY,SJO,18:45,Martes,580,Lluvia,Alta,ATR 72,95.9,FALSO,22,29.1,88,1
18984,PTY,GRU,14:45,Jueves,4630,Despejado,Alta,Airbus A350,48.8,FALSO,3,21.3,389,0
18985,EZE,IGR,13:15,Domingo,1100,Lluvia,Baja,Boeing 757,71.7,FALSO,6,7.4,111,0
18986,GRU,FLN,17:30,Martes,690,Lluvia,Baja,Airbus A320,63.5,FALSO,18,12.6,82,0
18987,PTY,EZE,16:30,Domingo,5100,Niebla,Media,Airbus A350,44,FALSO,7,2.2,408,1
18988,MDE,BGA,09:30,Jueves,295,Despejado,Alta,Airbus A320,61.6,FALSO,12,21.1,48,1
18989,CLO,BOG,16:30,Domingo,300,Tormenta,Baja,Airbus A320,86.8,FALSO,28,1.6,55,1
18990,EZE,BRC,17:00,Jueves,1650,Tormenta,Media,Boeing 737 MAX,57.3,VERDADERO,10,1.1,171,1
18991,IGR,EZE,13:45,Viernes,1100,Tormenta,Media,Airbus A320neo,91.7,FALSO,32,1.4,124,1
18993,MVD,GRU,14:45,Viernes,1550,Nublado,Baja,Embraer E195,65,VERDADERO,48,18.4,139,0
18996,ROS,EZE,14:30,Lunes,295,Lluvia,Baja,Boeing 737,95,VERDADERO,42,19.3,45,0
18997,BAQ,BOG,13:00,Jueves,145,Niebla,Media,Airbus A320,62.1,FALSO,18,3,53,0
18998,GRU,PTY,17:00,Jueves,4630,Despejado,Media,Boeing 777,45.5,VERDADERO,5,11.5,387,0
18999,LIM,BOG,17:30,Jueves,1890,Lluvia,Baja,Boeing 737 MAX,68.5,FALSO,12,25.4,173,0
19000,MEX,GRU,13:00,Jueves,7300,Niebla,Alta,Boeing 777,89.7,FALSO,42,1.3,581,1
19002,EZE,AEP,12:30,Viernes,35,Nublado,Media,Boeing 737,81.8,FALSO,43,22.8,36,0
19006,PTY,BOG,16:30,Lunes,650,Despejado,Media,Embraer E190,67.1,FALSO,3,22.5,88,0
19007,EZE,AEP,17:00,Sabado,35,Nublado,Media,Airbus A320,64.3,FALSO,40,13.1,48,0
19008,LIM,PTY,15:30,Jueves,2970,Nublado,Baja,Airbus A320neo,83.4,FALSO,43,28.2,243,0
19009,LIM,BOG,13:15,Domingo,1890,Lluvia,Baja,Boeing 737 MAX,77.5,FALSO,9,17.8,181,0
19010,EZE,COR,13:45,Sabado,695,Lluvia,Baja,Embraer E190,81.2,FALSO,32,6.2,90,0
19012,EZE,ASU,15:15,Sabado,1050,Lluvia,Baja,Boeing 737 MAX,78.5,FALSO,26,27.7,109,0
19014,GRU,GIG,16:15,Lunes,360,Nublado,Media,Embraer E190,96.4,VERDADERO,17,22.7,68,0
19016,AEP,EZE,13:30,Lunes,35,Despejado,Baja,Embraer E190,92.4,VERDADERO,1,10.4,26,0
19018,BOG,JFK,12:30,Sabado,3930,Nublado,Baja,Airbus A330,79.8,FALSO,48,14.1,327,0
19019,GRU,EZE,15:30,Domingo,1760,Nublado,Baja,Boeing 737 MAX,71.8,FALSO,26,11.1,158,0
19020,BOG,PTY,18:00,Domingo,650,Despejado,Baja,Airbus A320,71.4,FALSO,38,8.9,76,0
19021,MVD,EZE,14:30,Viernes,210,Despejado,Baja,Embraer E190,84.6,FALSO,9,21.3,38,0
19022,EZE,AEP,15:30,Viernes,35,Despejado,Baja,ATR 72,49.6,VERDADERO,36,18.7,47,0
19023,PTY,CLT,14:15,Martes,2890,Lluvia,Baja,Boeing 737 MAX,40.3,FALSO,7,27.8,240,0
19024,UIO,BOG,14:30,Martes,730,Nublado,Baja,ATR 72,88.2,VERDADERO,15,29.6,83,0
19025,EZE,MDZ,15:45,Jueves,1040,Tormenta,Alta,Embraer E195,62.4,FALSO,18,3.1,117,1
19027,EZE,MDZ,16:45,Jueves,1040,Despejado,Media,Boeing 737 MAX,79.1,VERDADERO,3,10.4,108,0
19028,CWB,GRU,14:30,Lunes,410,Nublado,Media,Airbus A320,57.7,FALSO,49,20.2,71,0
19029,GRU,GIG,10:15,Sabado,360,Tormenta,Baja,Boeing 737,93.6,VERDADERO,26,5,74,1
19030,PTY,EZE,15:00,Sabado,5100,Nublado,Media,Airbus A330,44.8,FALSO,7,23.2,404,0
19031,MIA,BOG,16:15,Martes,3160,Despejado,Baja,Airbus A330,92,FALSO,23,16.6,261,1
19032,EZE,MVD,15:15,Lunes,210,Nublado,Alta,Boeing 737,70.3,FALSO,35,7.3,58,0
19033,GRU,MAD,16:15,Lunes,9350,Lluvia,Media,Airbus A350,83.5,VERDADERO,7,14.6,721,0
19034,PTY,MEX,13:00,Miercoles,2280,Nublado,Baja,Embraer E195,81.8,FALSO,37,21,206,0
19035,EZE,MAD,15:15,Viernes,10050,Despejado,Media,Boeing 787,79.3,VERDADERO,7,29.3,787,0
19036,GRU,BSB,12:45,Miercoles,870,Lluvia,Alta,Boeing 737 MAX,65.8,FALSO,2,11,99,1
19037,COR,EZE,19:30,Sabado,695,Despejado,Baja,ATR 72,71.4,VERDADERO,21,18.2,78,0
19038,CTG,MDE,14:00,Lunes,365,Lluvia,Alta,Embraer E190,82.7,FALSO,2,13.4,63,0
19039,LIM,GRU,12:30,Martes,3620,Tormenta,Baja,Boeing 787,87.7,FALSO,10,1.5,314,0
19040,BOG,JFK,17:00,Jueves,3930,Despejado,Baja,Airbus A350,78.5,FALSO,14,23.1,315,0
19041,SCL,GRU,14:45,Martes,2620,Despejado,Baja,Airbus A320neo,82.5,FALSO,45,16.7,244,1
19042,GRU,EZE,14:15,Martes,1760,Lluvia,Alta,Boeing 757,69.7,FALSO,13,7.5,177,0
19044,UIO,PTY,12:15,Lunes,1420,Niebla,Media,Airbus A320neo,82.9,VERDADERO,7,3,133,0
19045,EZE,LIM,16:00,Martes,3150,Lluvia,Baja,Boeing 777,90.6,VERDADERO,44,21,259,0
19046,PTY,JFK,15:00,Viernes,3520,Despejado,Media,Boeing 787,69.9,FALSO,48,23.8,308,0
19047,GRU,AMS,13:30,Miercoles,9850,Despejado,Alta,Boeing 777,46.1,FALSO,34,18.2,760,0
19051,MIA,MDE,16:00,Lunes,2750,Nublado,Media,Boeing 757,57.9,VERDADERO,34,13.7,234,1
19054,BOG,CTG,17:30,Miercoles,135,Tormenta,Baja,Boeing 737,89,VERDADERO,47,2,59,0
19055,ASU,EZE,14:00,Miercoles,1050,Despejado,Baja,Airbus A320neo,57.9,VERDADERO,6,20.7,126,0
19057,EZE,AEP,17:00,Lunes,35,Niebla,Baja,Boeing 737,67.9,VERDADERO,44,2.8,50,0
19058,MEX,BOG,14:00,Jueves,2700,Lluvia,Baja,Boeing 757,74.2,FALSO,15,7.9,242,0
19062,EZE,ROS,14:15,Jueves,295,Lluvia,Media,ATR 72,93.4,VERDADERO,24,26.3,58,1
19063,BOG,BGA,11:30,Viernes,310,Tormenta,Baja,Airbus A320,55.8,FALSO,6,2.7,52,0
19064,BGA,BOG,17:15,Lunes,310,Despejado,Media,Boeing 737,76.5,FALSO,22,14.1,61,0
19065,BOG,PTY,16:00,Miercoles,650,Despejado,Media,ATR 72,81.4,FALSO,5,23.2,95,0
19066,POA,GRU,15:45,Sabado,1110,Despejado,Baja,Airbus A320neo,87,FALSO,44,16.2,128,0
19068,MDE,LIM,19:45,Jueves,2100,Niebla,Baja,Embraer E195,77.4,VERDADERO,18,2.6,185,1
19069,EZE,UIO,16:45,Viernes,3900,Nublado,Alta,Airbus A350,74.9,FALSO,25,14.9,320,1
19070,LIM,EZE,20:30,Domingo,3150,Nublado,Baja,Airbus A330,64.7,VERDADERO,47,22.9,261,0
19071,BRC,EZE,13:15,Miercoles,1650,Tormenta,Alta,Airbus A320neo,74.1,FALSO,15,1.7,158,0
19074,EZE,COR,20:00,Sabado,695,Nublado,Media,Boeing 737,70,FALSO,36,27.3,84,1
19075,FLN,GRU,17:30,Viernes,690,Nublado,Baja,Embraer E190,70,VERDADERO,42,10.8,99,0
19077,GRU,GIG,14:45,Martes,360,Despejado,Baja,Boeing 737,34,VERDADERO,28,8.6,55,0
19078,MEX,BOG,12:45,Sabado,2700,Despejado,Alta,Airbus A320neo,73.8,VERDADERO,39,28,238,0
19079,FLN,GRU,15:00,Lunes,690,Nublado,Baja,Boeing 737,78.6,VERDADERO,8,26.4,95,1
19080,CCS,PTY,18:15,Martes,1010,Despejado,Baja,Boeing 757,56.7,VERDADERO,24,22.8,121,0
19081,SCL,EZE,17:30,Domingo,1140,Lluvia,Baja,Boeing 757,37.3,FALSO,5,20.6,129,0
19082,PTY,SJO,15:45,Sabado,580,Despejado,Alta,Boeing 737,59.9,VERDADERO,32,24.9,81,1
19083,CCS,BOG,17:45,Sabado,1010,Niebla,Alta,Boeing 737 MAX,52.2,VERDADERO,46,2.5,111,1
19084,EZE,ROS,14:45,Sabado,295,Nublado,Baja,ATR 72,36.1,FALSO,34,8.4,45,0
19085,MVD,EZE,15:00,Viernes,210,Tormenta,Alta,ATR 72,46.4,VERDADERO,25,4.7,52,0
19086,BOG,BAQ,13:15,Martes,145,Despejado,Media,Boeing 737,74.4,FALSO,46,28.6,30,1
19088,PTY,CLT,18:15,Viernes,2890,Despejado,Baja,Boeing 737 MAX,73.5,FALSO,22,17.7,260,0
19089,BOG,BAQ,16:30,Viernes,145,Despejado,Media,ATR 72,71,FALSO,28,17.3,35,1
19090,PTY,GRU,13:00,Miercoles,4630,Despejado,Baja,Airbus A350,89.1,FALSO,14,21.9,390,0
19093,EZE,GRU,15:15,Viernes,1760,Niebla,Media,Boeing 737 MAX,59.6,FALSO,41,1,164,1
19094,CTG,BOG,13:30,Domingo,135,Despejado,Baja,Airbus A320,57.9,FALSO,28,24.4,44,0
19095,PTY,LIM,17:45,Lunes,2970,Nublado,Media,Boeing 737 MAX,72.3,VERDADERO,4,23.3,262,1
19096,GRU,GIG,14:30,Martes,360,Tormenta,Baja,ATR 72,79.2,VERDADERO,22,4.4,67,1
19097,BOG,MIA,14:00,Jueves,3160,Nublado,Media,Boeing 787,86,VERDADERO,6,14,276,0
19100,EZE,BRC,12:00,Miercoles,1650,Despejado,Alta,Airbus A320neo,91.8,FALSO,49,18.9,159,0
19101,MDE,PTY,15:30,Sabado,715,Niebla,Alta,Boeing 737,80.9,FALSO,10,1.2,75,1
19102,EZE,NQN,17:00,Jueves,1150,Nublado,Baja,Boeing 757,70.8,FALSO,2,23.8,114,0
19103,MEX,GRU,14:30,Domingo,7300,Despejado,Baja,Boeing 777,78.3,VERDADERO,37,26.8,578,1
19104,MIA,BOG,13:00,Viernes,3160,Despejado,Baja,Boeing 777,37.7,FALSO,11,27.6,278,1
19105,MDE,JFK,11:00,Sabado,3560,Despejado,Baja,Airbus A350,70.4,FALSO,15,18.7,306,0
19106,BOG,BGA,14:45,Viernes,310,Despejado,Baja,Airbus A320,87.5,FALSO,34,9.9,44,0
19107,BOG,CTG,15:45,Lunes,135,Niebla,Baja,Embraer E190,63.3,FALSO,23,2.2,56,0
19108,EZE,GIG,11:30,Domingo,1970,Despejado,Media,Boeing 737 MAX,73.7,VERDADERO,19,23.2,172,0
19109,EZE,MVD,16:15,Miercoles,210,Despejado,Media,ATR 72,80.7,FALSO,39,16.2,47,0
19111,PTY,UIO,17:00,Lunes,1420,Despejado,Media,Boeing 737 MAX,66.3,VERDADERO,17,21.7,143,0
19112,EZE,MAD,13:00,Lunes,10050,Nublado,Baja,Airbus A350,96.6,VERDADERO,40,9.1,791,0
19113,PTY,UIO,10:15,Martes,1420,Despejado,Alta,Airbus A320neo,87.8,VERDADERO,15,9.7,130,0
19115,BOG,PTY,15:45,Sabado,650,Despejado,Baja,Boeing 737,65.2,VERDADERO,22,8.6,70,0
19117,CLO,BOG,15:15,Domingo,300,Tormenta,Baja,Boeing 737,77.6,VERDADERO,30,0.7,53,0
19118,LIM,MDE,13:30,Martes,2100,Nublado,Baja,Boeing 757,92.9,FALSO,48,23.6,201,0
19119,SJO,PTY,14:45,Miercoles,580,Despejado,Media,Embraer E190,51.5,FALSO,21,5.8,75,1
19121,GIG,GRU,14:30,Lunes,360,Lluvia,Baja,ATR 72,65.1,VERDADERO,17,5.1,55,0
19122,PEI,MDE,13:15,Miercoles,140,Despejado,Alta,Embraer E190,65.7,FALSO,33,21.2,50,0
19123,UIO,BOG,17:45,Domingo,730,Lluvia,Baja,Embraer E190,75.1,VERDADERO,5,6.6,100,1
19125,PTY,UIO,18:30,Sabado,1420,Despejado,Alta,Embraer E195,81.4,FALSO,24,16.5,142,1
19127,JFK,EZE,11:00,Miercoles,8530,Despejado,Baja,Airbus A350,81.7,VERDADERO,31,5.4,672,1
19128,MDZ,EZE,13:30,Jueves,1040,Nublado,Media,Embraer E195,81.7,VERDADERO,18,20.6,117,0
19130,UIO,PTY,12:30,Lunes,1420,Despejado,Baja,Boeing 757,70.1,FALSO,7,20.7,136,0
19131,UIO,EZE,15:30,Martes,3900,Nublado,Alta,Boeing 777,43.9,VERDADERO,18,10.2,316,0
19132,PTY,BOG,14:45,Viernes,650,Nublado,Baja,ATR 72,66.5,VERDADERO,19,13.1,91,1
19133,CWB,GRU,10:00,Viernes,410,Despejado,Media,Embraer E190,69.7,FALSO,49,27.4,74,0
19134,PEI,MDE,15:45,Domingo,140,Nublado,Media,Boeing 737,89.4,FALSO,24,13.1,59,0
19135,PTY,LIM,17:15,Sabado,2970,Despejado,Baja,Boeing 757,95.9,FALSO,38,24.4,242,1
19136,GRU,BSB,13:45,Martes,870,Lluvia,Baja,Boeing 757,67.6,FALSO,15,25.4,107,1
19137,GRU,CWB,16:00,Sabado,410,Despejado,Baja,ATR 72,68.6,FALSO,45,19.4,76,1
19138,CWB,GRU,18:30,Viernes,410,Despejado,Media,Embraer E190,49.4,FALSO,10,23.6,71,0
19140,PEI,MDE,14:30,Jueves,140,Niebla,Baja,Boeing 737,65.8,FALSO,20,2.2,36,0
19141,BOG,MDE,14:00,Sabado,235,Lluvia,Media,Airbus A320,57.7,FALSO,4,16.4,61,1
19142,BOG,PTY,15:45,Sabado,650,Despejado,Media,Airbus A320,76.6,FALSO,2,27.5,84,1
19143,MDE,BAQ,14:45,Domingo,310,Despejado,Media,Airbus A320,72.7,VERDADERO,6,10.4,62,0
19144,CTG,BOG,16:00,Domingo,135,Despejado,Media,ATR 72,76.3,FALSO,18,22.2,50,0
19146,CTG,BOG,17:15,Viernes,135,Despejado,Baja,Embraer E190,64.3,VERDADERO,11,7,41,0
19147,UIO,EZE,14:15,Sabado,3900,Nublado,Media,Airbus A330,54.9,VERDADERO,36,29.9,331,0
19149,MDE,PEI,14:15,Viernes,140,Despejado,Baja,Airbus A320,69.7,FALSO,20,18.2,56,0
19150,IGR,EZE,15:30,Sabado,1100,Tormenta,Media,Embraer E195,87.4,FALSO,17,4.8,119,0
19151,LIM,GRU,17:00,Viernes,3620,Despejado,Media,Airbus A350,40.6,VERDADERO,19,14.8,293,1
19152,UIO,BOG,14:45,Jueves,730,Despejado,Baja,ATR 72,68,VERDADERO,39,16.4,97,0
19154,CWB,GRU,14:30,Sabado,410,Despejado,Media,Airbus A320,76.4,FALSO,8,27.8,79,0
19155,MDE,PEI,16:00,Viernes,140,Tormenta,Alta,Boeing 737,60.2,VERDADERO,46,3.6,51,1
19156,MDZ,EZE,12:30,Miercoles,1040,Tormenta,Media,Boeing 737 MAX,76,FALSO,30,3.2,103,1
19157,CWB,GRU,14:45,Sabado,410,Despejado,Media,Airbus A320,82.4,FALSO,14,23.8,59,1
19158,PTY,BOG,13:45,Martes,650,Despejado,Media,Boeing 737,39.3,VERDADERO,44,13.6,84,1
19159,PTY,UIO,16:45,Domingo,1420,Despejado,Alta,Boeing 757,80.4,VERDADERO,32,5.3,139,1
19161,GRU,CDG,15:15,Sabado,9400,Despejado,Media,Boeing 787,70.7,FALSO,49,19.8,754,0
19165,PTY,CCS,18:30,Viernes,1010,Despejado,Baja,Airbus A320neo,90.1,VERDADERO,8,6.4,118,1
19166,GIG,GRU,11:15,Lunes,360,Nublado,Alta,Embraer E190,71.4,FALSO,47,23.2,62,1
19167,CWB,GRU,17:30,Viernes,410,Nublado,Baja,Boeing 737,57.1,VERDADERO,27,9.1,55,0
19168,MIA,MDE,16:45,Sabado,2750,Tormenta,Media,Embraer E195,75.4,FALSO,44,4.2,237,0
19169,PTY,GUA,18:45,Viernes,820,Despejado,Media,Boeing 737 MAX,70.1,VERDADERO,31,8.6,85,1
19170,MDE,PEI,14:15,Sabado,140,Nublado,Alta,Airbus A320,85.9,VERDADERO,12,18.8,50,0
19171,JFK,BOG,12:00,Sabado,3930,Despejado,Media,Boeing 777,38.9,VERDADERO,15,5.5,340,0
19172,SCL,EZE,14:00,Domingo,1140,Tormenta,Media,Boeing 737 MAX,77.5,FALSO,10,2.3,122,1
19174,PTY,UIO,15:00,Viernes,1420,Despejado,Baja,Embraer E195,58,FALSO,22,9.8,153,1
19175,IGR,EZE,13:45,Sabado,1100,Nublado,Alta,Embraer E195,67.9,FALSO,48,28,108,1
19176,EZE,GRU,18:00,Jueves,1760,Despejado,Baja,Boeing 737 MAX,92,FALSO,8,19.4,172,1
19177,JFK,MDE,13:15,Sabado,3560,Lluvia,Baja,Boeing 787,62.4,FALSO,40,13.4,315,0
19178,MDE,BAQ,19:30,Martes,310,Tormenta,Media,Airbus A320,76.4,FALSO,28,4,52,0
19179,PTY,UIO,17:15,Domingo,1420,Despejado,Media,Embraer E195,99,FALSO,36,20.5,135,1
19180,CTG,BOG,15:45,Domingo,135,Nublado,Media,Embraer E190,59.5,FALSO,14,28,32,0
19181,MVD,GRU,20:15,Sabado,1550,Despejado,Media,Airbus A320neo,87.8,FALSO,46,28.9,145,0
19182,BOG,PEI,15:15,Miercoles,265,Lluvia,Media,ATR 72,82.5,FALSO,36,16,67,1
19183,GRU,CWB,12:45,Sabado,410,Tormenta,Media,Airbus A320,59.7,FALSO,9,1.2,76,0
19184,BOG,CTG,15:15,Jueves,135,Despejado,Media,Embraer E190,77.7,FALSO,21,8.2,48,0
19185,EZE,MDZ,12:00,Lunes,1040,Nublado,Baja,Airbus A320neo,40.4,VERDADERO,26,7.2,108,0
19187,PEI,BOG,15:45,Sabado,265,Tormenta,Baja,Airbus A320,90.4,VERDADERO,31,1.8,51,1
19188,MDE,PTY,17:00,Martes,715,Despejado,Media,Boeing 737,78,FALSO,18,25.5,75,0
19190,GRU,BSB,15:00,Jueves,870,Tormenta,Alta,Embraer E195,46.7,VERDADERO,36,1.6,108,1
19191,EZE,UIO,15:45,Miercoles,3900,Niebla,Baja,Boeing 777,71.9,FALSO,24,0.3,314,0
19192,MDE,PEI,14:45,Sabado,140,Nublado,Media,Airbus A320,87,VERDADERO,19,17.6,54,1
19193,IGR,EZE,14:15,Sabado,1100,Lluvia,Alta,Boeing 757,76.1,FALSO,5,25.1,104,0
19194,EZE,ASU,14:00,Miercoles,1050,Despejado,Media,Boeing 757,65.7,FALSO,9,8.1,120,0
19197,PTY,EZE,11:00,Domingo,5100,Lluvia,Media,Airbus A350,59.5,VERDADERO,39,17.7,429,0
19198,SJO,PTY,13:30,Jueves,580,Lluvia,Media,ATR 72,80.6,VERDADERO,40,23.2,86,1
19199,LIM,MDE,14:15,Miercoles,2100,Nublado,Media,Airbus A320neo,60.2,VERDADERO,6,16.6,199,1
19201,CWB,GRU,15:30,Viernes,410,Nublado,Baja,ATR 72,66.3,FALSO,4,15.7,60,0
19204,MDE,BGA,17:45,Viernes,295,Nublado,Media,Airbus A320,39.8,VERDADERO,42,18.8,66,0
19205,SSA,GRU,13:00,Martes,1940,Despejado,Alta,Airbus A320neo,70.7,FALSO,11,24.3,182,0
19206,BOG,MAD,11:30,Martes,8680,Nublado,Media,Airbus A330,48.5,FALSO,38,10.7,697,0
19207,BAQ,BOG,16:30,Jueves,145,Lluvia,Baja,ATR 72,93.3,VERDADERO,44,21,49,1
19208,MDE,LIM,15:15,Domingo,2100,Nublado,Alta,Embraer E195,94.3,FALSO,39,26.8,193,0
19209,SJO,PTY,14:45,Domingo,580,Despejado,Baja,Airbus A320,54.3,VERDADERO,49,27.4,67,1
19211,MDE,BOG,13:00,Sabado,235,Despejado,Baja,ATR 72,54.7,FALSO,34,11.8,51,1
19212,ROS,EZE,16:15,Jueves,295,Despejado,Media,Airbus A320,52.1,FALSO,43,22,65,0
19213,PTY,CLT,18:30,Domingo,2890,Despejado,Media,Embraer E195,62.1,FALSO,13,26.8,248,0
19214,CTG,BOG,16:30,Martes,135,Lluvia,Media,Embraer E190,73.9,FALSO,24,15.7,35,0
19216,EZE,IGR,14:30,Viernes,1100,Nublado,Alta,Boeing 757,63.9,VERDADERO,40,17.2,126,0
19217,EZE,COR,13:30,Miercoles,695,Niebla,Alta,Airbus A320,71.1,FALSO,14,2,86,1
19218,MVD,EZE,17:45,Martes,210,Despejado,Media,Airbus A320,86.4,FALSO,27,5.3,37,1
19219,POA,GRU,14:45,Domingo,1110,Despejado,Media,Boeing 737 MAX,61.3,FALSO,42,18.1,129,0
19220,CTG,MDE,15:00,Viernes,365,Lluvia,Baja,ATR 72,77.8,VERDADERO,15,28.9,60,0
19221,BOG,BGA,16:30,Viernes,310,Despejado,Baja,Embraer E190,58.9,FALSO,38,10.1,59,0
19222,BOG,PTY,10:30,Lunes,650,Lluvia,Media,Boeing 737,63.2,VERDADERO,43,26.8,82,0
19224,EZE,MDZ,17:30,Jueves,1040,Nublado,Baja,Airbus A320neo,69.6,FALSO,3,20.3,121,1
19225,PTY,MDE,14:45,Domingo,715,Despejado,Media,Boeing 737,92.6,VERDADERO,20,16.7,81,1
19226,GIG,GRU,15:00,Sabado,360,Nublado,Alta,Embraer E190,67,FALSO,42,24.9,62,1
19227,MEX,PTY,14:45,Martes,2280,Despejado,Media,Embraer E195,95,FALSO,23,9.6,205,0
19228,EZE,MVD,16:15,Viernes,210,Despejado,Media,Boeing 737,67.8,FALSO,18,24,47,0
19229,PTY,MDE,15:30,Sabado,715,Lluvia,Media,Airbus A320,93.9,FALSO,35,15.5,91,1
19230,PTY,MDE,17:15,Lunes,715,Nublado,Baja,Airbus A320,49.3,FALSO,49,22.8,75,0
19231,AEP,EZE,13:15,Jueves,35,Despejado,Media,Airbus A320,66.8,FALSO,1,24.9,37,0
19233,MVD,EZE,13:00,Viernes,210,Nublado,Baja,Airbus A320,79.6,FALSO,32,22.6,62,0
19236,UIO,MDE,15:45,Sabado,960,Despejado,Media,Airbus A320neo,60.1,FALSO,10,11.5,112,1
19237,POA,GRU,13:00,Viernes,1110,Tormenta,Baja,Boeing 757,80.8,VERDADERO,20,1.7,110,1
19239,EZE,MVD,16:30,Jueves,210,Niebla,Baja,ATR 72,50.6,FALSO,11,3,58,0
19241,MAD,BOG,17:15,Martes,8680,Despejado,Media,Airbus A330,81.5,FALSO,2,13.4,684,0
19242,EZE,JFK,13:00,Lunes,8530,Despejado,Baja,Boeing 777,91.7,VERDADERO,42,25.2,680,0
19243,PEI,MDE,15:15,Lunes,140,Tormenta,Alta,Embraer E190,73.3,FALSO,42,2.4,49,1
19245,MEX,PTY,13:15,Martes,2280,Tormenta,Baja,Boeing 737 MAX,85.8,FALSO,10,1.4,194,1
19246,JFK,BOG,18:45,Lunes,3930,Nublado,Baja,Boeing 777,74.8,FALSO,18,24.6,332,0
19248,CDG,GRU,15:00,Lunes,9400,Nublado,Baja,Boeing 777,51.1,FALSO,33,27.3,749,0
19249,BOG,UIO,14:30,Viernes,730,Lluvia,Baja,ATR 72,72,VERDADERO,3,29.7,85,1
19251,GRU,BOG,16:30,Martes,3940,Despejado,Baja,Airbus A330,71.4,FALSO,24,15.2,319,0
19252,BAQ,MDE,15:45,Viernes,310,Despejado,Media,ATR 72,77.2,FALSO,45,19.6,51,1
19253,GRU,LIM,11:45,Miercoles,3620,Despejado,Baja,Boeing 777,89,VERDADERO,8,14.2,300,0
19256,EZE,ASU,12:45,Martes,1050,Despejado,Baja,Embraer E195,86.5,FALSO,9,21.5,112,0
19257,PTY,UIO,18:45,Domingo,1420,Lluvia,Alta,Embraer E195,77.9,FALSO,41,14.3,140,0
19258,BAQ,MDE,14:15,Miercoles,310,Despejado,Baja,Airbus A320,68.3,VERDADERO,4,20.1,60,0
19259,MAD,GRU,16:30,Sabado,9350,Despejado,Media,Boeing 777,39.4,FALSO,32,5.4,726,0
19260,MDE,MIA,10:00,Jueves,2750,Despejado,Baja,Embraer E195,52,VERDADERO,23,6.3,243,0
19262,PTY,GUA,14:15,Martes,820,Nublado,Baja,Embraer E195,45.8,FALSO,45,20.7,103,0
19263,EZE,JFK,12:30,Martes,8530,Despejado,Alta,Boeing 777,81.1,VERDADERO,44,13.1,688,1
19264,MVD,EZE,14:30,Martes,210,Despejado,Media,Airbus A320,66.8,VERDADERO,30,14.5,36,0
19266,MVD,GRU,14:15,Sabado,1550,Nublado,Alta,Airbus A320neo,61.9,FALSO,33,28.7,161,1
19267,AEP,EZE,13:30,Lunes,35,Niebla,Media,Airbus A320,92.3,VERDADERO,43,0.4,34,0
19268,GRU,GIG,16:30,Viernes,360,Lluvia,Baja,Airbus A320,66.4,FALSO,26,25.3,65,1
19269,BOG,BAQ,13:15,Lunes,145,Despejado,Media,Embraer E190,76.2,VERDADERO,23,23.1,34,0
19270,MIA,MDE,15:00,Jueves,2750,Lluvia,Baja,Boeing 737 MAX,68.2,FALSO,29,20.1,251,1
19272,SCL,GRU,15:15,Sabado,2620,Nublado,Baja,Embraer E195,88.4,FALSO,33,9.7,244,0
19273,BRC,EZE,13:30,Jueves,1650,Nublado,Media,Boeing 757,51.7,VERDADERO,7,17.3,157,1
19274,MEX,BOG,17:30,Lunes,2700,Despejado,Media,Embraer E195,88.7,VERDADERO,35,10.9,241,0
19275,CTG,BOG,15:45,Sabado,135,Despejado,Media,Airbus A320,66.1,FALSO,33,6.2,34,0
19276,CCS,BOG,13:00,Sabado,1010,Despejado,Baja,Airbus A320neo,80.9,FALSO,41,11.1,120,1
19277,MDE,PEI,18:15,Martes,140,Lluvia,Alta,Embraer E190,76.6,VERDADERO,8,23.3,38,1
19278,EZE,MAD,16:30,Viernes,10050,Lluvia,Media,Boeing 777,60.6,VERDADERO,49,25.5,785,1
19279,EZE,LIM,13:30,Martes,3150,Lluvia,Media,Boeing 777,81.4,FALSO,5,7,273,0
19280,EZE,SCL,15:00,Viernes,1140,Lluvia,Media,Airbus A320neo,75.3,FALSO,19,7.8,124,0
19281,PTY,EZE,16:45,Domingo,5100,Despejado,Baja,Boeing 777,75.4,FALSO,29,27.1,426,0
19282,GRU,POA,14:00,Domingo,1110,Nublado,Alta,Airbus A320neo,81.3,FALSO,8,9.4,129,0
19284,UIO,MDE,14:00,Lunes,960,Niebla,Alta,Airbus A320neo,81.6,FALSO,23,1.4,97,1
19285,BGA,BOG,15:00,Miercoles,310,Despejado,Baja,Embraer E190,69.8,FALSO,46,7.9,62,0
19286,PTY,LIM,15:00,Lunes,2970,Niebla,Alta,Boeing 737 MAX,88.4,FALSO,30,1.5,250,0
19287,MDE,BOG,13:45,Lunes,235,Niebla,Baja,Airbus A320,90,VERDADERO,22,2,54,0
19288,EZE,MIA,13:15,Viernes,7720,Despejado,Baja,Boeing 787,76.9,FALSO,12,28.5,628,0
19289,MIA,MDE,16:15,Domingo,2750,Lluvia,Media,Embraer E195,33.1,VERDADERO,41,25.5,232,1
